regime	window_kb	epoch_progress	epoch	batch	batches_in_epoch	train_loss	source
heldout	30	3.3153380423814327	4	2500.0	7928.0	0.00598	running_log
heldout	30	3.3784056508577196	4	3000.0	7928.0	0.00598	running_log
heldout	30	3.441473259334006	4	3500.0	7928.0	0.00598	running_log
heldout	30	3.5045408678102925	4	4000.0	7928.0	0.00598	running_log
heldout	30	3.567608476286579	4	4500.0	7928.0	0.00592	running_log
heldout	30	3.630676084762866	4	5000.0	7928.0	0.0059	running_log
heldout	30	3.6937436932391523	4	5500.0	7928.0	0.00588	running_log
heldout	30	3.756811301715439	4	6000.0	7928.0	0.00586	running_log
heldout	30	3.8198789101917257	4	6500.0	7928.0	0.00584	running_log
heldout	30	3.882946518668012	4	7000.0	7928.0	0.00584	running_log
heldout	30	3.9460141271442986	4	7500.0	7928.0	0.00581	running_log
heldout	30	4.0	4			0.00578984458849582	epoch_mean
heldout	30	4.0630676084762865	5	500.0	7928.0	0.00488	running_log
heldout	30	4.126135216952573	5	1000.0	7928.0	0.00477	running_log
heldout	30	4.189202825428859	5	1500.0	7928.0	0.00482	running_log
heldout	30	4.252270433905147	5	2000.0	7928.0	0.00481	running_log
heldout	30	4.315338042381433	5	2500.0	7928.0	0.00485	running_log
heldout	30	4.37840565085772	5	3000.0	7928.0	0.00484	running_log
heldout	30	4.441473259334006	5	3500.0	7928.0	0.00486	running_log
heldout	30	4.5045408678102925	5	4000.0	7928.0	0.00489	running_log
heldout	30	4.567608476286579	5	4500.0	7928.0	0.00485	running_log
heldout	30	4.630676084762865	5	5000.0	7928.0	0.00484	running_log
heldout	30	4.693743693239153	5	5500.0	7928.0	0.00484	running_log
heldout	30	4.756811301715439	5	6000.0	7928.0	0.00484	running_log
heldout	30	4.819878910191726	5	6500.0	7928.0	0.0048	running_log
heldout	30	4.882946518668012	5	7000.0	7928.0	0.00479	running_log
heldout	30	4.9460141271442986	5	7500.0	7928.0	0.00478	running_log
heldout	30	5.0	5			0.004766899324731244	epoch_mean
heldout	40	0.07883948281299274	1	500.0	6342.0	0.87055	running_log
heldout	40	0.1576789656259855	1	1000.0	6342.0	0.48141	running_log
heldout	40	0.23651844843897823	1	1500.0	6342.0	0.32829	running_log
heldout	40	0.315357931251971	1	2000.0	6342.0	0.25068	running_log
heldout	40	0.3941974140649637	1	2500.0	6342.0	0.2035	running_log
heldout	40	0.47303689687795647	1	3000.0	6342.0	0.17193	running_log
heldout	40	0.5518763796909493	1	3500.0	6342.0	0.14925	running_log
heldout	40	0.630715862503942	1	4000.0	6342.0	0.13213	running_log
heldout	40	0.7095553453169348	1	4500.0	6342.0	0.11869	running_log
heldout	40	0.7883948281299274	1	5000.0	6342.0	0.10793	running_log
heldout	40	0.8672343109429203	1	5500.0	6342.0	0.09899	running_log
heldout	40	0.9460737937559129	1	6000.0	6342.0	0.09159	running_log
heldout	40	1.0	1			0.08721586064835933	epoch_mean
heldout	40	1.0788394828129928	2	500.0	6342.0	0.00938	running_log
heldout	40	1.1576789656259856	2	1000.0	6342.0	0.00958	running_log
heldout	40	1.2365184484389782	2	1500.0	6342.0	0.00965	running_log
heldout	40	1.315357931251971	2	2000.0	6342.0	0.0095	running_log
heldout	40	1.3941974140649638	2	2500.0	6342.0	0.00947	running_log
heldout	40	1.4730368968779564	2	3000.0	6342.0	0.00932	running_log
heldout	40	1.5518763796909494	2	3500.0	6342.0	0.00923	running_log
heldout	40	1.630715862503942	2	4000.0	6342.0	0.00919	running_log
heldout	40	1.7095553453169348	2	4500.0	6342.0	0.00909	running_log
heldout	40	1.7883948281299276	2	5000.0	6342.0	0.00901	running_log
heldout	40	1.8672343109429201	2	5500.0	6342.0	0.00903	running_log
heldout	40	1.946073793755913	2	6000.0	6342.0	0.00903	running_log
heldout	40	2.0	2			0.008987369105059801	epoch_mean
heldout	40	2.0788394828129926	3	500.0	6342.0	0.00859	running_log
heldout	40	2.1576789656259856	3	1000.0	6342.0	0.0081	running_log
heldout	40	2.236518448438978	3	1500.0	6342.0	0.00794	running_log
heldout	40	2.315357931251971	3	2000.0	6342.0	0.00786	running_log
heldout	40	2.394197414064964	3	2500.0	6342.0	0.00781	running_log
