cell	window_bp	stride_bp	heldout_donor_AUPRC	heldout_acceptor_AUPRC	heldout_start_AUPRC	heldout_stop_AUPRC	heldout_mean_AUPRC	heldout_geo_AUPRC	chrxtrain_donor_AUPRC	chrxtrain_acceptor_AUPRC	chrxtrain_start_AUPRC	chrxtrain_stop_AUPRC	uniann_sn	uniann_pr	uniann_f1	uniann_pred	uniann_matched	uniann_missed	uniann_novel	combined_sn	combined_pr	combined_f1	combined_pred	combined_matched	combined_missed	combined_novel
w80	80000	40000	0.943047668	0.933713898	0.709004372	0.500936931	0.771675717	0.747816181	0.956224126	0.950908536	0.791919296	0.619756998	65.5	74.8	69.8417676	937	701	107	10	88.2	91.5	89.8196995	1003	944	45	16
